survey_date,admin0,admin0_code,admin1,admin1_code,admin2,admin2_code,admin3,admin3_code,total_idp,total_ret,ret_idp,ret_refugees,admin_origin
2017-12-31,MALI,MLI,Gao,MLI07,Ansongo,MLI0701,Ansongo,ML070101,1019,65304,NA,NA,Gao
2017-12-31,MALI,MLI,Gao,MLI07,Bourem,MLI0702,Bourem,ML070202,3851,28678,NA,NA,Gao
2017-12-31,MALI,MLI,Menaka,MLI07,Menaka,MLI0704,Menaka,ML070403,7291,62276,NA,NA,Gao
2017-12-31,MALI,MLI,Kidal,MLI08,Kidal,MLI0802,Anefif,ML080201,131,1280,NA,NA,Kidal
2017-12-31,MALI,MLI,Kidal,MLI08,Tin-Essako,MLI0804,Tin Essako,ML080401,0,53,NA,NA,Kidal
2017-12-31,MALI,MLI,Kidal,MLI08,Abeibara,MLI0801,Abeibara,ML080101,59,385,NA,NA,Kidal
2017-12-31,MALI,MLI,Kidal,MLI08,Tessalit,MLI0803,Tessalit,ML080302,123,466,NA,NA,Kidal
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune I,ML090101,756,0,NA,NA,Bamako
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune II,ML090102,278,0,NA,NA,Bamako
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune III,ML090103,788,0,NA,NA,Bamako
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune IV,ML090104,386,0,NA,NA,Bamako
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune V,ML090105,391,0,NA,NA,Bamako
2017-12-31,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune VI,ML090106,302,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Kayes,MLI01,Kayes,MLI001001,Kayes Commune,MLI00100112,45,0,NA,NA,Kayes
2020-02-28,Mali,MLI,Kayes,MLI01,Bafoulabé,MLI001002,Oualia Commune,MLI00100211,21,0,NA,NA,Kayes
2020-02-28,Mali,MLI,Kayes,MLI01,Diema,MLI001003,Troungoumbé,MLI00100614,159,0,NA,NA,Kayes
2020-02-28,Mali,MLI,Kayes,MLI01,Kita,MLI003005,Kita Commune,MLI00100513,1326,219,NA,NA,Kayes
2020-02-28,Mali,MLI,Kayes,MLI01,Nioro,MLI001006,Nioro Commune,MLI00100610,12,0,NA,NA,Kayes
2020-02-28,Mali,MLI,Kayes,MLI01,Yelimane,MLI001007,Guidime Commune,MLI00100705,61,0,NA,NA,Kayes
2020-02-28,Mali,MLI,Koulikoro,MLI02,Koulikoro,MLI002001,Koulikoro Commune,MLI00200104,89,0,NA,NA,Koulikoro
2020-02-28,Mali,MLI,Koulikoro,MLI02,Dioila,MLI002003,Guegneka,MLI00200309,536,0,NA,NA,Koulikoro
2020-02-28,Mali,MLI,Koulikoro,MLI02,Kati,MLI002005,Kati Commune,MLI00200518,1406,0,NA,NA,Koulikoro
2020-02-28,Mali,MLI,Sikasso,MLI03,Yorosso,MLI003002,Yorosso,MLI00300209,146,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Sikasso,MLI03,Yanfolila,MLI003004,Baya,MLI00300401,0,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Sikasso,MLI03,Koutiala,MLI003005,Koutiala Commune,MLI00300516,993,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Sikasso,MLI03,Bougouni,MLI003006,Bougouni Commune,MLI00300602,857,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Sikasso,MLI03,Sikasso,MLI003007,SIKASSO Commune,MLI00300737,261,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Sikasso,MLI03,Kadiolo,MLI008002,Kadiolo,MLI00300104,341,0,NA,NA,Sikasso
2020-02-28,Mali,MLI,Ségou,MLI04,Baroueli,MLI004001,Baraoueli,MLI00400101,77,0,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,Segou,MLI004002,Segou Commune,MLI00400224,5450,0,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,Bla,MLI004003,Bla,MLI00400302,300,0,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,San,MLI004004,San Commune,MLI00400417,1497,0,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,Niono,MLI004005,Niono,MLI00400506,13571,2937,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,Tominian,MLI004006,Tominian,MLI00400611,912,0,NA,NA,Ségou
2020-02-28,Mali,MLI,Ségou,MLI04,Macina,MLI004007,Macina,MLI00400705,2484,167,NA,NA,Ségou
2020-02-28,Mali,MLI,Mopti,MLI05,Mopti,MLI005001,Mopti Commune,MLI00500109,20637,4524,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Bandiagara,MLI005002,Bandiagara Commune,MLI00500201,14967,3374,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Bankass,MLI005003,Bankass,MLI00500301,18264,0,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Youwarou,MLI005004,Youwarou,MLI00500407,207,3337,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Djenne,MLI005005,Djenne Commune,MLI00500503,5866,18,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Douentza,MLI005006,Douentza Commune,MLI00500606,6697,25896,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Koro,MLI005007,Koro,MLI00500711,16212,3228,NA,NA,Mopti
2020-02-28,Mali,MLI,Mopti,MLI05,Tenenkou,MLI005008,Tenenkou Commune,MLI00500809,3463,3977,NA,NA,Mopti
2020-02-28,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI006001,Tombouctou,MLI00600106,8041,82348,NA,NA,Tombouctou
2020-02-28,Mali,MLI,Tombouctou,MLI06,Dire,MLI006002,Dire,MLI00600205,258,31765,NA,NA,Tombouctou
2020-02-28,Mali,MLI,Tombouctou,MLI06,Goundam,MLI006003,Goundam Commune,MLI00600308,5658,32637,NA,NA,Tombouctou
2020-02-28,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI006004,Rharous,MLI00600408,6110,101565,NA,NA,Tombouctou
2020-02-28,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI006005,Souboundou,MLI00600507,2574,46623,NA,NA,Tombouctou
2020-02-28,Mali,MLI,Gao,MLI07,Gao,MLI007001,Gao,MLI00700103,34142,55188,NA,NA,Gao
2020-02-28,Mali,MLI,Gao,MLI07,Ansongo,MLI007002,Ansongo,MLI00700201,13325,65404,NA,NA,Gao
2020-02-28,Mali,MLI,Gao,MLI07,Bourem,MLI007003,Bourem,MLI00700302,10573,28728,NA,NA,Gao
2020-02-28,Mali,MLI,Menaka,MLI07,Menaka,MLI007004,Menaka,MLI00700403,17758,67487,NA,NA,Gao
2020-02-28,Mali,MLI,Kidal,MLI08,Kidal,MLI008001,Anefif,MLI00800101,178,1280,NA,NA,Kidal
2020-02-28,Mali,MLI,Kidal,MLI08,Tin-Essako,MLI008002,Tin Essako,MLI00800201,0,53,NA,NA,Kidal
2020-02-28,Mali,MLI,Kidal,MLI08,Abeibara,MLI008003,Abeibara,MLI00800301,66,385,NA,NA,Kidal
2020-02-28,Mali,MLI,Kidal,MLI08,Tessalit,MLI008004,Tessalit,MLI00800403,646,466,NA,NA,Kidal
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009001,Commune I,MLI00900101,77,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009002,Commune II,MLI00900102,0,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009003,Commune III,MLI00900103,9,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009004,Commune IV,MLI00900104,88,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009005,Commune V,MLI00900105,589,0,NA,NA,Bamako
2020-02-28,Mali,MLI,Bamako,MLI09,Bamako,MLI009006,Commune VI,MLI00900106,1587,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Kayes,MLI01,Kayes,MLI0103,Kayes Commune,ML010312,0,0,NA,NA,Kayes
2019-02-28,MALI,MLI,Kayes,MLI01,Diema,MLI0102,Diema,ML010204,0,0,NA,NA,Kayes
2019-02-28,MALI,MLI,Kayes,MLI01,Kita,MLI0105,Kita Commune,ML010513,622,0,NA,NA,Kayes
2019-02-28,MALI,MLI,Kayes,MLI01,Nioro,MLI0106,Nioro Commune,ML010610,647,0,NA,NA,Kayes
2019-02-28,MALI,MLI,Koulikoro,MLI02,Koulikoro,MLI0206,Koulikoro Commune,ML020604,11,0,NA,NA,Koulikoro
2019-02-28,MALI,MLI,Koulikoro,MLI02,Dioila,MLI0202,Guegneka,ML020209,31,0,NA,NA,Koulikoro
2019-02-28,MALI,MLI,Koulikoro,MLI02,Kati,MLI0204,Kati Commune,ML020418,1406,0,NA,NA,Koulikoro
2019-02-28,MALI,MLI,Sikasso,MLI03,Yorosso,MLI0307,Yorosso,ML030709,146,0,NA,NA,Sikasso
2019-02-28,MALI,MLI,Sikasso,MLI03,Yanfolila,MLI0306,Baya,ML030601,0,0,NA,NA,Sikasso
2019-02-28,MALI,MLI,Sikasso,MLI03,Koutiala,MLI0304,Koutiala Commune,ML030416,159,0,NA,NA,Sikasso
2019-02-28,MALI,MLI,Sikasso,MLI03,Bougouni,MLI0301,Bougouni Commune,ML030102,0,0,NA,NA,Sikasso
2019-02-28,MALI,MLI,Sikasso,MLI03,Sikasso,MLI0305,SIKASSO Commune,ML030536,246,0,NA,NA,Sikasso
2019-02-28,MALI,MLI,Ségou,MLI04,Baroueli,MLI0401,Baraoueli,ML040101,0,0,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,Segou,MLI0406,Segou Commune,ML040626,1351,0,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,Bla,MLI0402,Bla,ML040202,0,0,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,San,MLI0405,San Commune,ML040517,125,0,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,Niono,MLI0404,Niono,ML040406,11018,2937,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,Tominian,MLI0407,Tominian,ML040711,0,0,NA,NA,Ségou
2019-02-28,MALI,MLI,Ségou,MLI04,Macina,MLI0403,Macina,ML040305,1790,167,NA,NA,Ségou
2019-02-28,MALI,MLI,Mopti,MLI05,Mopti,MLI0506,Mopti Commune,ML050609,1859,4524,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Bandiagara,MLI0501,Bandiagara Commune,ML050101,6033,3374,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Bankass,MLI0502,Bankass,ML050201,8720,0,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Youwarou,MLI0508,Youwarou,ML050807,102,3337,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Djenne,MLI0503,Djenne Commune,ML050303,3874,0,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Douentza,MLI0504,Douentza Commune,ML050406,873,25896,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Koro,MLI0505,Koro,ML050512,6936,0,NA,NA,Mopti
2019-02-28,MALI,MLI,Mopti,MLI05,Tenenkou,MLI0507,Tenenkou Commune,ML050708,3193,3977,NA,NA,Mopti
2019-02-28,MALI,MLI,Tombouctou,MLI06,Tombouctou,MLI0605,Tombouctou,ML060506,2939,82348,NA,NA,Tombouctou
2019-02-28,MALI,MLI,Tombouctou,MLI06,Dire,MLI0601,Dire,ML060105,573,28645,NA,NA,Tombouctou
2019-02-28,MALI,MLI,Tombouctou,MLI06,Goundam,MLI0602,Goundam Commune,ML060208,3693,32637,NA,NA,Tombouctou
2019-02-28,MALI,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0603,Rharous,ML060308,4569,96571,NA,NA,Tombouctou
2019-02-28,MALI,MLI,Tombouctou,MLI06,Niafunke,MLI0604,Souboundou,MLI009004,294,46623,NA,NA,Tombouctou
2019-02-28,MALI,MLI,Gao,MLI07,Gao,MLI0703,Gao,ML070303,11043,53697,NA,NA,Gao
2019-02-28,MALI,MLI,Gao,MLI07,Ansongo,MLI0701,Ansongo,ML070101,552,65404,NA,NA,Gao
2019-02-28,MALI,MLI,Gao,MLI07,Bourem,MLI0702,Bourem,ML070202,721,28728,NA,NA,Gao
2019-02-28,MALI,MLI,Menaka,MLI07,Menaka,MLI0704,Menaka,ML070403,8969,67487,NA,NA,Gao
2019-02-28,MALI,MLI,Kidal,MLI08,Kidal,MLI0802,Anefif,ML080201,162,1280,NA,NA,Kidal
2019-02-28,MALI,MLI,Kidal,MLI08,Tin-Essako,MLI0804,Tin Essako,ML080401,0,53,NA,NA,Kidal
2019-02-28,MALI,MLI,Kidal,MLI08,Abeibara,MLI0801,Abeibara,ML080101,66,385,NA,NA,Kidal
2019-02-28,MALI,MLI,Kidal,MLI08,Tessalit,MLI0803,Tessalit,ML080302,646,466,NA,NA,Kidal
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune I,ML090101,77,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune II,ML090102,0,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune III,ML090103,9,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune IV,ML090104,88,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune V,ML090105,486,0,NA,NA,Bamako
2019-02-28,MALI,MLI,Bamako,MLI09,Bamako,MLI0901,Commune VI,ML090106,256,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Kayes,MLI01,Kayes,MLI001001,Kayes Commune,MLI00100112,45,0,NA,NA,Kayes
2020-01-31,Mali,MLI,Kayes,MLI01,Bafoulabé,MLI001002,Oualia Commune,MLI00100211,21,0,NA,NA,Kayes
2020-01-31,Mali,MLI,Kayes,MLI01,Diema,MLI001003,Troungoumbé,MLI00100614,159,0,NA,NA,Kayes
2020-01-31,Mali,MLI,Kayes,MLI01,Kita,MLI003005,Kita Commune,MLI00100513,1326,219,NA,NA,Kayes
2020-01-31,Mali,MLI,Kayes,MLI01,Nioro,MLI001006,Nioro Commune,MLI00100610,12,0,NA,NA,Kayes
2020-01-31,Mali,MLI,Kayes,MLI01,Yelimane,MLI001007,Guidime Commune,MLI00100705,61,0,NA,NA,Kayes
2020-01-31,Mali,MLI,Koulikoro,MLI02,Koulikoro,MLI002001,Koulikoro Commune,MLI00200104,89,0,NA,NA,Koulikoro
2020-01-31,Mali,MLI,Koulikoro,MLI02,Dioila,MLI002003,Guegneka,MLI00200309,536,0,NA,NA,Koulikoro
2020-01-31,Mali,MLI,Koulikoro,MLI02,Kati,MLI002005,Kati Commune,MLI00200518,1406,0,NA,NA,Koulikoro
2020-01-31,Mali,MLI,Sikasso,MLI03,Yorosso,MLI003002,Yorosso,MLI00300209,146,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Sikasso,MLI03,Yanfolila,MLI003004,Baya,MLI00300401,0,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Sikasso,MLI03,Koutiala,MLI003005,Koutiala Commune,MLI00300516,993,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Sikasso,MLI03,Bougouni,MLI003006,Bougouni Commune,MLI00300602,857,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Sikasso,MLI03,Sikasso,MLI003007,SIKASSO Commune,MLI00300737,261,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Sikasso,MLI03,Kadiolo,MLI008002,Kadiolo,MLI00300104,341,0,NA,NA,Sikasso
2020-01-31,Mali,MLI,Ségou,MLI04,Baroueli,MLI004001,Baraoueli,MLI00400101,77,0,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,Segou,MLI004002,Segou Commune,MLI00400224,5450,0,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,Bla,MLI004003,Bla,MLI00400302,300,0,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,San,MLI004004,San Commune,MLI00400417,1497,0,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,Niono,MLI004005,Niono,MLI00400506,13571,2937,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,Tominian,MLI004006,Tominian,MLI00400611,912,0,NA,NA,Ségou
2020-01-31,Mali,MLI,Ségou,MLI04,Macina,MLI004007,Macina,MLI00400705,2484,167,NA,NA,Ségou
2020-01-31,Mali,MLI,Mopti,MLI05,Mopti,MLI005001,Mopti Commune,MLI00500109,20437,4524,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Bandiagara,MLI005002,Bandiagara Commune,MLI00500201,14967,3374,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Bankass,MLI005003,Bankass,MLI00500301,18264,0,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Youwarou,MLI005004,Youwarou,MLI00500407,102,3337,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Djenne,MLI005005,Djenne Commune,MLI00500503,5866,18,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Douentza,MLI005006,Douentza Commune,MLI00500606,6697,25896,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Koro,MLI005007,Koro,MLI00500711,14890,3228,NA,NA,Mopti
2020-01-31,Mali,MLI,Mopti,MLI05,Tenenkou,MLI005008,Tenenkou Commune,MLI00500809,3193,3977,NA,NA,Mopti
2020-01-31,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI006001,Tombouctou,MLI00600106,8041,82348,NA,NA,Tombouctou
2020-01-31,Mali,MLI,Tombouctou,MLI06,Dire,MLI006002,Dire,MLI00600205,258,31765,NA,NA,Tombouctou
2020-01-31,Mali,MLI,Tombouctou,MLI06,Goundam,MLI006003,Goundam Commune,MLI00600308,5658,32637,NA,NA,Tombouctou
2020-01-31,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI006004,Rharous,MLI00600408,6110,101565,NA,NA,Tombouctou
2020-01-31,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI006005,Souboundou,MLI00600507,2574,46623,NA,NA,Tombouctou
2020-01-31,Mali,MLI,Gao,MLI07,Gao,MLI007001,Gao,MLI00700103,34142,55188,NA,NA,Gao
2020-01-31,Mali,MLI,Gao,MLI07,Ansongo,MLI007002,Ansongo,MLI00700201,13325,65404,NA,NA,Gao
2020-01-31,Mali,MLI,Gao,MLI07,Bourem,MLI007003,Bourem,MLI00700302,10573,28728,NA,NA,Gao
2020-01-31,Mali,MLI,Menaka,MLI07,Menaka,MLI007004,Menaka,MLI00700403,17758,67487,NA,NA,Gao
2020-01-31,Mali,MLI,Kidal,MLI08,Kidal,MLI008001,Anefif,MLI00800101,178,1280,NA,NA,Kidal
2020-01-31,Mali,MLI,Kidal,MLI08,Tin-Essako,MLI008002,Tin Essako,MLI00800201,0,53,NA,NA,Kidal
2020-01-31,Mali,MLI,Kidal,MLI08,Abeibara,MLI008003,Abeibara,MLI00800301,66,385,NA,NA,Kidal
2020-01-31,Mali,MLI,Kidal,MLI08,Tessalit,MLI008004,Tessalit,MLI00800403,646,466,NA,NA,Kidal
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009001,Commune I,MLI00900101,77,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009002,Commune II,MLI00900102,0,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009003,Commune III,MLI00900103,9,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009004,Commune IV,MLI00900104,88,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009005,Commune V,MLI00900105,589,0,NA,NA,Bamako
2020-01-31,Mali,MLI,Bamako,MLI09,Bamako,MLI009006,Commune VI,MLI00900106,1587,0,NA,NA,Bamako
2020-07-30,Mali,MLI,Kayes,MLI01,Kayes,MLI0103,Kayes Commune,MLI00100112,45,0,0,0,Kayes
2020-07-30,Mali,MLI,Kayes,MLI01,Bafoulabe,MLI0101,Oualia Commune,MLI00100211,21,0,0,0,Kayes
2020-07-30,Mali,MLI,Kayes,MLI01,Diema,MLI0102,Troungoumbé,MLI00100614,159,0,0,0,Kayes
2020-07-30,Mali,MLI,Kayes,MLI01,Kita,MLI0105,Kita Commune,MLI00100513,1326,219,219,0,Kayes
2020-07-30,Mali,MLI,Kayes,MLI01,Nioro,MLI0106,Nioro Commune,MLI00100610,12,0,0,0,Kayes
2020-07-30,Mali,MLI,Kayes,MLI01,Yelimane,MLI0107,Guidime Commune,MLI00100705,61,0,0,0,Kayes
2020-07-30,Mali,MLI,Koulikoro,MLI02,Koulikoro,MLI0206,Koulikoro Commune,MLI00200104,89,0,0,0,Koulikoro
2020-07-30,Mali,MLI,Koulikoro,MLI02,Dioila,MLI0202,Guegneka,MLI00200309,512,0,0,0,Koulikoro
2020-07-30,Mali,MLI,Koulikoro,MLI02,Kati,MLI0204,Kati Commune,MLI00200518,1594,215,0,215,Koulikoro
2020-07-30,Mali,MLI,Sikasso,MLI03,Yorosso,MLI0307,Yorosso,MLI00300209,446,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Yanfolila,MLI0306,Baya,MLI00300401,15,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Koutiala,MLI0304,Koutiala Commune,MLI00300516,1947,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Bougouni,MLI0301,Bougouni Commune,MLI00300602,705,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Sikasso,MLI0305,SIKASSO Commune,MLI00300737,1917,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Kadiolo,MLI0302,Kadiolo,MLI00300104,1049,0,0,0,Sikasso
2020-07-30,Mali,MLI,Sikasso,MLI03,Kolondieba,MLI0303,Kolondieba,MLI00300306,221,0,0,0,Sikasso
2020-07-30,Mali,MLI,Ségou,MLI04,Baroueli,MLI0401,Baraoueli,MLI00400101,77,0,0,0,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,Segou,MLI0406,Segou Commune,MLI00400224,7747,0,0,0,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,Bla,MLI0402,Bla,MLI00400302,768,0,0,0,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,San,MLI0405,San Commune,MLI00400417,1658,0,0,0,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,Niono,MLI0404,Niono,MLI00400506,15195,4194,2937,1257,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,Tominian,MLI0407,Tominian,MLI00400611,2597,0,0,0,Ségou
2020-07-30,Mali,MLI,Ségou,MLI04,Macina,MLI0403,Macina,MLI00400705,1104,167,167,0,Ségou
2020-07-30,Mali,MLI,Mopti,MLI05,Mopti,MLI0506,Mopti Commune,MLI00500109,25378,4524,4524,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Bandiagara,MLI0501,Bandiagara Commune,MLI00500201,21446,3374,3374,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Bankass,MLI0502,Bankass,MLI00500301,25646,0,0,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Youwarou,MLI0508,Youwarou,MLI00500407,1470,3337,3337,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Djenne,MLI0503,Djenne Commune,MLI00500503,5866,367,367,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Douentza,MLI0504,Douentza Commune,MLI00500606,6987,31082,26587,4495,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Koro,MLI0505,Koro,MLI00500711,22787,3228,3228,0,Mopti
2020-07-30,Mali,MLI,Mopti,MLI05,Tenenkou,MLI0507,Tenenkou Commune,MLI00500809,3463,3977,3977,0,Mopti
2020-07-30,Mali,MLI,Tombouctou,MLI06,Tombouctou,MLI0605,Tombouctou,MLI00600106,8089,82748,82748,0,Tombouctou
2020-07-30,Mali,MLI,Tombouctou,MLI06,Dire,MLI0601,Dire,MLI00600205,6693,31765,31765,0,Tombouctou
2020-07-30,Mali,MLI,Tombouctou,MLI06,Goundam,MLI0602,Goundam Commune,MLI00600308,10650,33755,33755,0,Tombouctou
2020-07-30,Mali,MLI,Tombouctou,MLI06,Gourma-Rharous,MLI0603,Rharous,MLI00600408,14962,140196,102615,37581,Tombouctou
2020-07-30,Mali,MLI,Tombouctou,MLI06,Niafunke,MLI0604,Souboundou,MLI00600507,3223,47139,47139,0,Tombouctou
2020-07-30,Mali,MLI,Gao,MLI07,Gao,MLI0703,Gao,MLI00700103,42025,55188,55188,0,Gao
2020-07-30,Mali,MLI,Gao,MLI07,Ansongo,MLI0701,Ansongo,MLI00700201,13386,65404,65404,0,Gao
2020-07-30,Mali,MLI,Gao,MLI07,Bourem,MLI0702,Bourem,MLI00700302,11172,29341,29341,0,Gao
2020-07-30,Mali,MLI,Menaka,MLI07,Menaka,MLI1004,Menaka,MLI00700403,20991,90498,68410,22088,Gao
2020-07-30,Mali,MLI,Kidal,MLI08,Kidal,MLI0802,Anefif,MLI00800101,178,3333,1280,2053,Kidal
2020-07-30,Mali,MLI,Kidal,MLI08,Tin-Essako,MLI0804,Tin Essako,MLI00800201,0,53,53,0,NA
2020-07-30,Mali,MLI,Kidal,MLI08,Abeibara,MLI0801,Abeibara,MLI00800301,66,385,385,0,Kidal
2020-07-30,Mali,MLI,Kidal,MLI08,Tessalit,MLI0803,Tessalit,MLI00800403,646,466,466,0,Kidal
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune I,MLI00900101,77,0,0,0,Bamako
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune II,MLI00900102,0,0,0,0,NA
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune III,MLI00900103,9,0,0,0,Bamako
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune IV,MLI00900104,88,0,0,0,Bamako
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune V,MLI00900105,589,0,0,0,Bamako
2020-07-30,Mali,MLI,Bamako,MLI09,Bamako,MLI0901,Commune VI,MLI00900106,2344,577,0,577,Bamako
2020-07-30,Mali,MLI,Menaka,MLI10,Menaka,MLI1004,Commune VI,MLI00900106,0,16117,0,16117,NA
2020-06-30,Mali,MLI,Kayes,MLI01,Kayes,MLI0103,Kayes Commune,MLI00100112,45,NA,NA,NA,Kayes
2020-06-30,Mali,MLI,Kayes,MLI01,Bafoulabe,MLI0101,Oualia Commune,MLI00100211,21,NA,NA,NA,Kayes
2020-06-30,Mali,MLI,Kayes,MLI01,Diema,MLI0102,Troungoumbé,MLI00100614,159,NA,NA,NA,Kayes
2020-06-30,Mali,MLI,Kayes,MLI01,Kita,MLI0105,Kita Commune,MLI00100513,1326,NA,NA,NA,Kayes
2020-06-30,Mali,MLI,Kayes,MLI01,Nioro,MLI0106,Nioro Commune,MLI00100610,12,NA,NA,NA,Kayes
